Mes/Año;Producto;Variedad;Calidad;Unidad;Precio mínimo;Precio máximo;Precio promedio;Precio ponderado mayorista;Volumen mayorista;Descripcion volumen;Descripcion precio
mar-19;Uva;Red Globe;Segunda;$/kilo;500;800;621;250;5000;250*caja 20 kilos;5000/caja 20 kilos
abr-19;Uva;Red Globe;Primera;$/kilo;500;1.000;697;341;44000;2200*caja 20 kilos;6823/caja 20 kilos
abr-19;Uva;Red Globe;Segunda;$/kilo;500;700;523;;;;
may-19;Uva;Red Globe;Primera;$/kilo;500;1.200;745;313;5400;270*caja 20 kilos;6250/caja 20 kilos
may-19;Uva;Red Globe;Segunda;$/kilo;500;800;643;400;2000;100*caja 20 kilos;8000/caja 20 kilos
jun-19;Uva;Red Globe;Primera;$/kilo;700;1.200;844;594;3200;200*caja 16 kilos;9500/caja 16 kilos
jun-19;Uva;Red Globe;Segunda;$/kilo;600;1.000;843;;;;
ene-20;Uva;Flame Seedless;Primera;$/kilo;690;2.500;1.007;;;;
ene-20;Uva;Flame Seedless;Segunda;$/kilo;690;800;732;;;;
feb-20;Uva;Red Globe;Primera;$/kilo;600;1.500;967;494;10980;610*caja 18 kilos;8885/caja 18 kilos
feb-20;Uva;Red Globe;Segunda;$/kilo;690;800;751;411;6480;360*caja 18 kilos;7389/caja 18 kilos
mar-20;Uva;Red Globe;Primera;$/kilo;600;2.000;1.007;464;15300;850* caja 18 kilos;8353/caja 18 kilos
mar-20;Uva;Red Globe;Segunda;$/kilo;490;1.000;690;482;8100;450*caja 18 kilos;8667/caja 18 kilos
